ASVNAME	SizeFraction	Kingdom	Superphylum	Phylum	Class	Order	Family	Genus	Species
en_ASV_01679	nano	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pseudo-nitzschia	Pseudo-nitzschia_pungens
bn_ASV_000940	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae_X	uncultured_bacterium
bn_ASV_000404	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	uncultured_gamma_proteobacterium
bn_ASV_001159	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_NS2b	uncultured_marine_bacterium
bn_ASV_001149	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_NS4	uncultured_marine_bacterium
en_ASV_01696	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Thoracosphaeraceae_X	Thoracosphaeraceae_X_sp
en_ASV_01927	nano	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_lucimarinus
bn_ASV_001009	nano	Bacteria	Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	uncultured_bacterium
en_ASV_01890	nano	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Syndiniales-Group-I	Syndiniales-Group-I-Clade-5	Syndiniales-Group-I-Clade-5_X	Syndiniales-Group-I-Clade-5_X_sp
en_ASV_01981	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp
en_ASV_01779	nano	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Syndiniales-Group-I	Syndiniales-Group-I-Clade-5	Syndiniales-Group-I-Clade-5_X	Syndiniales-Group-I-Clade-5_X_sp
en_ASV_01561	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_sp
en_ASV_01866	nano	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonas	Chlamydomonas_parkeae
en_ASV_01691	nano	Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-2	Telonemia-Group-2_X	Telonemia-Group-2_X_sp
bn_ASV_000715	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Lentibacter	uncultured_bacterium
en_ASV_01889	nano	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Syndiniales-Group-I	Syndiniales-Group-I-Clade-5	Syndiniales-Group-I-Clade-5_X	Syndiniales-Group-I-Clade-5_X_sp
bn_ASV_000601	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_III	SAR11_Clade_III	alpha_proteobacterium_HIMB114
bn_ASV_001045	nano	Bacteria	Proteobacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrionaceae_OM27	uncultured_bacterium
en_ASV_01609	nano	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida_B	Strombidiida_B_X	Strombidiida_B_XX	Strombidiida_B_XX_sp
bn_ASV_000460	nano	Bacteria	Chloroflexi	Chloroflexi	Dehalococcoidia	Dehalococcoidia_SAR202	Dehalococcoidia_SAR202	Dehalococcoidia_SAR202	marine_metagenome
en_ASV_01453	nano	Eukaryota	Stramenopiles	Stramenopiles_X	Stramenopiles_XX	Stramenopiles_XXX	Stramenopiles_XXXX	Stramenopiles_XXXXX	Stramenopiles_XXXXX_sp
en_ASV_01762	nano	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Syndiniales-Group-II	Syndiniales-Group-II-Clade-7	Syndiniales-Group-II-Clade-7_X	Syndiniales-Group-II-Clade-7_X_sp
en_ASV_01923	nano	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoecidae_Group_H_X	Stephanoecidae_Group_H_X_sp
en_ASV_01617	nano	Eukaryota	Opisthokonta	Mesomycetozoa	Ichthyosporea	Ichthyosphonida	Abeoformidae_Group_MAIP_2	Abeoformidae_Group_MAIP_2_X	Abeoformidae_Group_MAIP_2_X_sp
bn_ASV_000800	nano	Bacteria	Planctomycetes	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Rubinisphaeraceae_X	uncultured_marine_bacterium
en_ASV_01445	nano	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Syndiniales-Group-I	Syndiniales-Group-I-Clade-5	Syndiniales-Group-I-Clade-5_X	Syndiniales-Group-I-Clade-5_X_sp
bn_ASV_000681	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	uncultured_bacterium
bn_ASV_000604	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	Idiomarina_loihiensis
en_ASV_01066	nano	Eukaryota	Opisthokonta	Mesomycetozoa	Ichthyosporea	Ichthyosphonida	Abeoformidae_Group_MAIP_2	Abeoformidae_Group_MAIP_2_X	Abeoformidae_Group_MAIP_2_X_sp
en_ASV_01471	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp
bn_ASV_000864	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium_angustum
bn_ASV_000745	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	uncultured_Pseudomonadaceae_bacterium
en_ASV_00514	nano	Eukaryota	Opisthokonta	Metazoa	Urochordata	Urochordata_X	Ascidiacea	Doliolum	Doliolum_denticulatum
en_ASV_01539	nano	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Syndiniales-Group-I	Syndiniales-Group-I-Clade-1	Syndiniales-Group-I-Clade-1_X	Syndiniales-Group-I-Clade-1_X_sp
en_ASV_01113	nano	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Syndiniales-Group-I	Syndiniales-Group-I-Clade-5	Syndiniales-Group-I-Clade-5_X	Syndiniales-Group-I-Clade-5_X_sp
bn_ASV_000930	nano	Bacteria	Proteobacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrionaceae_OM27	uncultured_delta_proteobacterium
bn_ASV_000383	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	Nisaeaceae_OM75	uncultured_bacterium
bn_ASV_000687	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	uncultured_bacterium
en_ASV_01470	nano	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Syndiniales-Group-I	Syndiniales-Group-I-Clade-4	Syndiniales-Group-I-Clade-4_X	Syndiniales-Group-I-Clade-4_X_sp
en_ASV_01118	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp
bn_ASV_000885	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae_X	uncultured_bacterium
bn_ASV_000368	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales_NS9	Flavobacteriales_NS9	uncultured_bacterium
bn_ASV_000500	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Spongiispira	Spongiispira_norvegica
en_ASV_01478	nano	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Syndiniales-Group-II	Syndiniales-Group-II-Clade-7	Syndiniales-Group-II-Clade-7_X	Syndiniales-Group-II-Clade-7_X_sp
en_ASV_01321	nano	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_X	Polar-centric-Mediophyceae_X_sp
bn_ASV_000169	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_NS5	uncultured_marine_bacterium
bn_ASV_000565	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Luminiphilus	marine_gamma_proteobacterium_HTCC2080
en_ASV_01172	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp
en_ASV_00889	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp
en_ASV_00975	nano	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Asterionellopsis	Asterionellopsis_glacialis
en_ASV_00724	nano	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp
en_ASV_01126	nano	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_sp
en_ASV_00505	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp
en_ASV_00880	nano	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Skeletonema	Skeletonema_marinoi
bn_ASV_001351	nano	Archaea	Thaumarchaeota	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus	uncultured_crenarchaeote
bn_ASV_001399	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_S25-593	Rickettsiales_S25-593	uncultured_bacterium
bn_ASV_001592	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	uncultured_marine_bacterium
bn_ASV_001919	nano	Bacteria	Proteobacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	uncultured_delta_proteobacterium
bn_ASV_001415	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_NS2b	uncultured_bacterium
bn_ASV_001390	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_X	Alphaproteobacteria_X	uncultured_bacterium
bn_ASV_001270	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_X	uncultured_bacterium
bn_ASV_001544	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_X	Gammaproteobacteria_X	Gammaproteobacteria_X	uncultured_bacterium
bn_ASV_001152	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	marine_metagenome
en_ASV_02120	nano	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Syndiniales-Group-II	Syndiniales-Group-II-Clade-1	Syndiniales-Group-II-Clade-1_X	Syndiniales-Group-II-Clade-1_X_sp
bn_ASV_000942	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_S25-593	Rickettsiales_S25-593	uncultured_bacterium
bn_ASV_001160	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	uncultured_gamma_proteobacterium
bn_ASV_001250	nano	Bacteria	Nitrospinae	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB	uncultured_bacterium
bn_ASV_001850	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	uncultured_bacterium
bn_ASV_001740	nano	Bacteria	Firmicutes	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	uncultured_bacterium
bn_ASV_002295	nano	Bacteria	Planctomycetes	Planctomycetes	Planctomycetacia	Planctomycetes_OM190	Planctomycetes_OM190	Planctomycetes_OM190	uncultured_bacterium
bn_ASV_001154	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter_marincola
bn_ASV_000851	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_bacterium
bn_ASV_001739	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Diplorickettsiaceae_X	uncultured_bacterium
bn_ASV_000945	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster	uncultured_bacterium
bn_ASV_001521	nano	Bacteria	Actinobacteria	Actinobacteria_X	Actinobacteria_X	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	metagenome
bn_ASV_001824	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Lentilitoribacter	uncultured_bacterium
en_ASV_02003	nano	Eukaryota	Archaeplastida	Chlorophyta	Prasino-Clade-9	Prasino-Clade-9_X	Prasino-Clade-9_XX	Prasino-Clade-9_XXX	Prasino-Clade-9_XXX_sp
bn_ASV_000672	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_NS5	uncultured_marine_bacterium
bn_ASV_000775	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Cohaesibacter	marine_metagenome
bn_ASV_001035	nano	Archaea	Euryarchaeota	Euryarchaeota	Thermoplasmata	Thermoplasmata_Marine_Group_II	Thermoplasmata_Marine_Group_II	Thermoplasmata_Marine_Group_II	uncultured_archaeon
en_ASV_02078	nano	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Stenosemellidae	Stenosemellidae_X	Stenosemellidae_X_sp
en_ASV_01893	nano	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_sp
bn_ASV_001599	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_X	uncultured_Bacteroidetes_bacterium
en_ASV_02014	nano	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Cymbella	Cymbella_calida
en_ASV_02005	nano	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Florenciellales	Florenciellales_X	Florenciellales_X_sp
en_ASV_00591	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp
bn_ASV_001040	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_S25-593	Rickettsiales_S25-593	uncultured_bacterium
bn_ASV_001169	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales_NS9	Flavobacteriales_NS9	uncultured_marine_bacterium
en_ASV_02085	nano	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Syndiniales-Group-I	Syndiniales-Group-I-Clade-5	Syndiniales-Group-I-Clade-5_X	Syndiniales-Group-I-Clade-5_X_sp
en_ASV_01965	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum_sp
en_ASV_01069	nano	Eukaryota	Rhizaria	Radiolaria	RAD-A	RAD-A_X	RAD-A_XX	RAD-A_XXX	RAD-A_XXX_sp
bn_ASV_000297	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Oceanicaulis	Oceanicaulis_sp._HTCC2633
bn_ASV_000737	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bn_ASV_000773	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Coraliomargarita	uncultured_Verrucomicrobia_bacterium
en_ASV_01789	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiales_X	Suessiales_XX	Suessiales_XX_sp
bn_ASV_001253	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter_aquimaris
bn_ASV_000338	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter_dokdonensis
bn_ASV_001108	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	uncultured_alpha_proteobacterium
bn_ASV_000049	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Marixanthomonas	uncultured_bacterium
bn_ASV_000856	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
en_ASV_01778	nano	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Mamiella	Mamiella_gilva
en_ASV_01842	nano	Eukaryota	Stramenopiles	Stramenopiles_X	MAST	MAST-7	MAST-7A	MAST-7A_X	MAST-7A_X_sp
bn_ASV_000749	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales_NS9	Flavobacteriales_NS9	uncultured_deep-sea_bacterium
bn_ASV_000349	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_NS5	uncultured_bacterium
en_ASV_01438	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp
bn_ASV_000973	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiales_DEV007	Verrucomicrobiales_DEV007	uncultured_bacterium
en_ASV_01384	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp
en_ASV_01437	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Amphidiniopsidaceae	Islandinium	Islandinium_tricingulatum
bn_ASV_000522	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	uncultured_bacterium
en_ASV_01712	nano	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Syndiniales-Group-I	Syndiniales-Group-I-Clade-4	Syndiniales-Group-I-Clade-4_X	Syndiniales-Group-I-Clade-4_X_sp
en_ASV_01375	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Amphidomataceae	Azadinium	Azadinium_concinnum
bn_ASV_000949	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales_NS9	Flavobacteriales_NS9	uncultured_marine_bacterium
bn_ASV_000805	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas	uncultured_bacterium
bn_ASV_000875	nano	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Hypnocyclicus	uncultured_Fusobacteria_bacterium
en_ASV_01730	nano	Eukaryota	Alveolata	Dinoflagellata	Noctilucophyceae	Noctilucales	Kofoidiniaceae	Kofoidinium	Kofoidinium_pavillardii
en_ASV_01884	nano	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Cylindrotheca	Cylindrotheca_closterium
en_ASV_01225	nano	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pseudo-nitzschia	Pseudo-nitzschia_sp
bn_ASV_000977	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria_mobilis
en_ASV_01376	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp
bn_ASV_000385	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	uncultured_Halomonas_sp
en_ASV_01452	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Karlodinium_sp
en_ASV_01718	nano	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Syndiniales-Group-I	Syndiniales-Group-I-Clade-5	Syndiniales-Group-I-Clade-5_X	Syndiniales-Group-I-Clade-5_X_sp
en_ASV_01637	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	Tripos_declinatus
bn_ASV_000770	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
en_ASV_01219	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiales_X	Suessiales_XX	Suessiales_XX_sp
bn_ASV_000555	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_SAR86_cluster_bacterium
en_ASV_01327	nano	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Syndiniales-Group-II	Syndiniales-Group-II-Clade-6	Syndiniales-Group-II-Clade-6_X	Syndiniales-Group-II-Clade-6_X_sp
en_ASV_01468	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Biecheleria	Biecheleria_brevisulcata
bn_ASV_000261	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_NS5	uncultured_marine_bacterium
en_ASV_01310	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Balechina	Balechina_pachydermata
bn_ASV_000523	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae_X	uncultured_bacterium
bn_ASV_000695	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	uncultured_bacterium
en_ASV_00712	nano	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp
en_ASV_00878	nano	Eukaryota	Alveolata	Ciliophora	Litostomatea	Cyclotrichia	Cyclotrichia_X	Cyclotrichium	Cyclotrichium_sp
bn_ASV_001560	nano	Bacteria	Proteobacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_PB19	Deltaproteobacteria_PB19	Deltaproteobacteria_PB19	uncultured_delta_proteobacterium
bn_ASV_001537	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_S25-593	Rickettsiales_S25-593	uncultured_marine_bacterium
bn_ASV_001302	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	IS-44	uncultured_bacterium
bn_ASV_001927	nano	Bacteria	Proteobacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	uncultured_bacterium
bn_ASV_001969	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Macellibacteroides	iron-reducing_enrichment_clone_CL-W2
bn_ASV_001282	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	uncultured_marine_bacterium
bn_ASV_002311	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus	Oleiphilus_sp._HI0080
bn_ASV_000939	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_NS5	uncultured_bacterium
bn_ASV_002015	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	uncultured_bacterium
bn_ASV_001665	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	uncultured_gamma_proteobacterium
bn_ASV_002495	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	uncultured_bacterium
bn_ASV_000812	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bn_ASV_001193	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae_X	uncultured_nuHF2_cluster_bacterium_HF0130_29D04
bn_ASV_002257	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae_X	uncultured_bacterium
bn_ASV_001046	nano	Archaea	Euryarchaeota	Euryarchaeota	Thermoplasmata	Thermoplasmata_Marine_Group_III	Thermoplasmata_Marine_Group_III	Thermoplasmata_Marine_Group_III	marine_metagenome
bn_ASV_001148	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorphaceae_X	uncultured_Flavobacterium_sp
bn_ASV_001621	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorphaceae_X	uncultured_bacterium
